date,mall_name,region,visitors,sales_clothing,sales_restaurants,sales_cosmetics,sales_electronics
03/07/2007,Mall A,Center,1541,87720,64877,41266,19737
03/07/2007,Mall B,North,1722,68039,60179,12328,62900
03/07/2007,Mall C,South,808,85734,50327,15051,52094
04/07/2007,Mall A,Center,698,118201,38303,36576,41664
04/07/2007,Mall B,North,616,67520,38713,41580,11226
04/07/2007,Mall C,South,1800,73494,59653,25812,47850
05/07/2007,Mall A,Center,1896,132486,10114,28030,24460
05/07/2007,Mall B,North,1114,95298,42186,15270,56958
05/07/2007,Mall C,South,1040,86575,54830,16417,35563
06/07/2007,Mall A,Center,1679,21562,76406,5855,64395
06/07/2007,Mall B,North,1066,87966,31170,49183,37819
06/07/2007,Mall C,South,1027,146083,28064,20120,43395
07/07/2007,Mall A,Center,1347,137542,65795,8463,22260
07/07/2007,Mall B,North,584,138974,63449,44731,29390
07/07/2007,Mall C,South,1020,134852,29147,25905,49577
08/07/2007,Mall A,Center,996,108733,57678,32665,13840
08/07/2007,Mall B,North,1807,63142,38930,7636,43091
08/07/2007,Mall C,South,721,119679,22897,37408,54581
10/07/2007,Mall A,Center,1405,128686,23792,37760,58356
10/07/2007,Mall B,North,1578,28826,20684,14077,61833
10/07/2007,Mall C,South,1033,61787,45120,19704,27340
11/07/2007,Mall A,Center,832,90202,27004,21000,64946
11/07/2007,Mall B,North,1219,25722,15590,36388,61424
11/07/2007,Mall C,South,1942,144856,73780,5370,13297
12/07/2007,Mall A,Center,1967,105074,44415,45482,60842
12/07/2007,Mall B,North,1902,104752,45976,28512,25340
12/07/2007,Mall C,South,1500,64465,33959,23171,51852
13/07/2007,Mall A,Center,989,99016,53684,27553,42778
13/07/2007,Mall B,North,801,109510,76657,24599,15314
13/07/2007,Mall C,South,1431,107512,57570,29881,61289
14/07/2007,Mall A,Center,1799,59308,10815,29094,49818
14/07/2007,Mall B,North,805,149986,58167,20919,48982
14/07/2007,Mall C,South,1540,77001,66420,14578,14918
15/07/2007,Mall A,Center,1194,69554,32891,5873,42328
15/07/2007,Mall B,North,1120,71137,15874,36417,16217
15/07/2007,Mall C,South,956,89123,30740,19183,57008
16/07/2007,Mall A,Center,1853,88711,42737,22302,55002
16/07/2007,Mall B,North,1916,140298,79840,10818,54324
16/07/2007,Mall C,South,1976,112747,52937,36102,31243
17/07/2007,Mall A,Center,1035,65742,18841,7454,30068
17/07/2007,Mall B,North,1938,145966,74755,12905,69593
17/07/2007,Mall C,South,1908,86944,43807,7638,36069
18/07/2007,Mall A,Center,1882,70564,45284,38714,27737
18/07/2007,Mall B,North,1546,44048,11726,44951,27695
18/07/2007,Mall C,South,822,124212,21490,36391,53204
19/07/2007,Mall A,Center,1944,33567,42272,29785,47610
19/07/2007,Mall B,North,1121,99774,24336,41559,31717
19/07/2007,Mall C,South,1645,75557,30836,35706,51895
20/07/2007,Mall A,Center,887,49169,42144,27818,46725
20/07/2007,Mall B,North,1153,56998,19693,16482,63148
20/07/2007,Mall C,South,1533,127900,55929,6665,16393
21/07/2007,Mall A,Center,1390,41611,56950,26873,26957
21/07/2007,Mall B,North,1649,145837,51729,21983,65338
21/07/2007,Mall C,South,1840,90943,62297,19916,10592
23/07/2007,Mall A,Center,1337,63041,13442,19742,31185
23/07/2007,Mall B,North,794,79915,59663,18139,55899
23/07/2007,Mall C,South,1205,113527,53127,7845,35435
24/07/2007,Mall A,Center,1428,102049,33919,37056,19421
24/07/2007,Mall B,North,628,40450,18427,37812,64182
24/07/2007,Mall C,South,1962,74037,25572,17254,37652
25/07/2007,Mall A,Center,1956,69939,70034,7781,37057
25/07/2007,Mall B,North,1819,74103,46358,7954,46680
25/07/2007,Mall C,South,854,106363,59087,24591,24590
26/07/2007,Mall A,Center,1563,133346,50907,24065,13887
26/07/2007,Mall B,North,1353,39718,16048,30213,60856
26/07/2007,Mall C,South,738,106927,17928,21922,14074
27/07/2007,Mall A,Center,1786,134446,12314,39062,57132
27/07/2007,Mall B,North,1906,60280,63714,5159,37799
27/07/2007,Mall C,South,893,49133,36146,48449,14560
28/07/2007,Mall A,Center,524,20795,35529,23862,13551
28/07/2007,Mall B,North,1606,129598,55553,32311,30450
28/07/2007,Mall C,South,1603,112544,67465,40621,67515
29/07/2007,Mall A,Center,833,85879,55756,27006,37971
29/07/2007,Mall B,North,942,46565,79634,47378,43877
29/07/2007,Mall C,South,1161,68080,15815,45522,67839
30/07/2007,Mall A,Center,1414,37217,25514,49953,38411
30/07/2007,Mall B,North,825,140078,28127,23778,25513
30/07/2007,Mall C,South,738,62339,35077,25866,46581
01/08/2007,Mall A,Center,835,123383,24409,5783,32806
01/08/2007,Mall B,North,717,136543,27124,36439,60869
01/08/2007,Mall C,South,928,54091,68196,17645,67244
02/08/2007,Mall A,Center,1184,97629,70968,42251,69791
02/08/2007,Mall B,North,1207,22969,27250,39261,58321
02/08/2007,Mall C,South,1481,47325,10363,30990,14315
03/08/2007,Mall A,Center,1541,132564,55333,34843,29863
03/08/2007,Mall B,North,1729,134219,58774,33793,11078
03/08/2007,Mall C,South,1603,75549,37256,25374,16335
04/08/2007,Mall A,Center,1275,68512,13316,17944,47545
04/08/2007,Mall B,North,1521,30116,47842,18039,57602
04/08/2007,Mall C,South,754,66039,59987,27005,20700
06/08/2007,Mall A,Center,1012,77377,19305,31481,30118
06/08/2007,Mall B,North,862,148927,29337,9235,18429
06/08/2007,Mall C,South,1998,146253,23341,18894,55422
07/08/2007,Mall A,Center,783,70676,68735,21072,47573
07/08/2007,Mall B,North,984,127576,20208,38287,48461
07/08/2007,Mall C,South,1969,99090,13110,40680,42892
08/08/2007,Mall A,Center,724,141062,56590,18872,37306
08/08/2007,Mall B,North,1107,137080,13278,23117,53528
08/08/2007,Mall C,South,810,142962,14887,17980,26659
09/08/2007,Mall A,Center,1700,93721,71920,22775,62968
09/08/2007,Mall B,North,1402,64210,14654,26425,11207
09/08/2007,Mall C,South,1445,93314,40979,35810,55026
10/08/2007,Mall A,Center,1875,120166,22175,37098,26837
10/08/2007,Mall B,North,1170,70923,29141,24514,62913
10/08/2007,Mall C,South,988,131736,48037,24981,31519
11/08/2007,Mall A,Center,537,44936,55436,5852,53754
11/08/2007,Mall B,North,772,28225,61614,19943,31606
11/08/2007,Mall C,South,1080,59675,77323,18153,43256
12/08/2007,Mall A,Center,1055,146372,68309,15914,27587
12/08/2007,Mall B,North,1908,132309,29607,34092,68941
12/08/2007,Mall C,South,1721,136311,25178,34524,35360
13/08/2007,Mall A,Center,1270,63392,41758,48496,23490
13/08/2007,Mall B,North,1100,148447,32535,35590,45434
13/08/2007,Mall C,South,1760,113453,40787,25539,50276
14/08/2007,Mall A,Center,741,75103,20543,39010,23883
14/08/2007,Mall B,North,730,91468,50800,49244,26699
14/08/2007,Mall C,South,1169,101179,37369,5559,55652
15/08/2007,Mall A,Center,548,111757,27411,15828,60652
15/08/2007,Mall B,North,556,149841,78787,47291,67969
15/08/2007,Mall C,South,1087,140170,79905,24012,49353
17/08/2007,Mall A,Center,1983,39973,28579,5887,29531
17/08/2007,Mall B,North,1501,46070,63287,29129,24672
17/08/2007,Mall C,South,747,79130,50172,16571,33749
19/08/2007,Mall A,Center,1607,128913,11498,43462,42763
19/08/2007,Mall B,North,545,112019,37643,49240,55340
19/08/2007,Mall C,South,1909,145593,60248,7098,14298
20/08/2007,Mall A,Center,1441,139624,57598,29743,22441
20/08/2007,Mall B,North,620,143026,48766,46632,18301
20/08/2007,Mall C,South,724,52312,15886,9344,61950
21/08/2007,Mall A,Center,1978,82649,39457,37925,39043
21/08/2007,Mall B,North,647,50490,31378,29418,56415
21/08/2007,Mall C,South,1258,87362,13941,49462,10513
22/08/2007,Mall A,Center,654,110119,16547,47621,21512
22/08/2007,Mall B,North,1110,137421,78081,43011,22273
22/08/2007,Mall C,South,1219,42640,63798,18419,53720
23/08/2007,Mall A,Center,1242,125632,41742,9714,40227
23/08/2007,Mall B,North,1570,25632,60150,28688,23213
23/08/2007,Mall C,South,865,142076,10760,45890,51263
24/08/2007,Mall A,Center,639,129468,58273,47500,51405
24/08/2007,Mall B,North,1739,110150,31824,26446,32504
24/08/2007,Mall C,South,1549,111760,52421,19289,39958
25/08/2007,Mall A,Center,810,31023,19267,10286,27107
25/08/2007,Mall B,North,1117,148236,14655,38725,57734
25/08/2007,Mall C,South,1266,88965,33049,17683,60894
26/08/2007,Mall A,Center,709,133085,15786,43118,26196
26/08/2007,Mall B,North,1029,112444,63708,30358,51760
26/08/2007,Mall C,South,559,52228,74226,18409,15924
27/08/2007,Mall A,Center,1034,24402,49535,26625,34643
27/08/2007,Mall B,North,501,97189,38527,30070,52986
27/08/2007,Mall C,South,632,144499,13808,21927,63229
29/08/2007,Mall A,Center,1521,96105,32722,29561,54661
29/08/2007,Mall B,North,988,91179,45944,23499,60101
29/08/2007,Mall C,South,1528,58033,47700,24494,35092
30/08/2007,Mall A,Center,724,146438,31723,42931,49519
30/08/2007,Mall B,North,591,142174,65053,7183,17102
30/08/2007,Mall C,South,1168,81365,68856,27602,26101
31/08/2007,Mall A,Center,1500,55838,77435,42657,21367
31/08/2007,Mall B,North,865,24709,42319,25221,66568
31/08/2007,Mall C,South,1956,88948,33527,12244,52957
01/09/2007,Mall A,Center,1745,40222,62121,16853,28895
01/09/2007,Mall B,North,649,75542,79807,26325,56269
01/09/2007,Mall C,South,701,132876,42760,22424,14613
02/09/2007,Mall A,Center,673,77067,13210,23746,58490
02/09/2007,Mall B,North,640,73991,54168,14666,28508
02/09/2007,Mall C,South,1026,137955,13921,23576,19892
03/09/2007,Mall A,Center,500,113113,24649,37561,41525
03/09/2007,Mall B,North,942,30220,47514,27223,10313
03/09/2007,Mall C,South,1703,69689,18490,33685,32026
05/09/2007,Mall A,Center,1386,127351,62155,5004,27967
05/09/2007,Mall B,North,569,89340,45471,29760,44687
05/09/2007,Mall C,South,1344,68303,48989,6203,47313
06/09/2007,Mall A,Center,675,36269,44068,19985,37308
06/09/2007,Mall B,North,1520,41094,18885,38996,13282
06/09/2007,Mall C,South,1677,121190,76178,47660,26885
07/09/2007,Mall A,Center,993,138606,20265,44032,39547
07/09/2007,Mall B,North,558,69976,37892,46153,37630
07/09/2007,Mall C,South,1303,37739,42752,14687,48701
08/09/2007,Mall A,Center,905,141186,76051,40411,68685
08/09/2007,Mall B,North,1370,71660,10406,49119,60543
08/09/2007,Mall C,South,1155,149341,69121,11357,23863
09/09/2007,Mall A,Center,825,109813,50941,19289,21639
09/09/2007,Mall B,North,1066,33817,73400,26323,38957
09/09/2007,Mall C,South,1715,142775,18474,47281,61700
11/09/2007,Mall A,Center,1822,144351,34161,42534,13195
11/09/2007,Mall B,North,1659,52594,68297,17161,21059
11/09/2007,Mall C,South,708,125219,24156,28349,10489
12/09/2007,Mall A,Center,876,88032,34787,41046,30639
12/09/2007,Mall B,North,1042,20279,69388,39128,58009
12/09/2007,Mall C,South,635,100695,58255,11084,63764
13/09/2007,Mall A,Center,1310,139567,23071,18013,27404
13/09/2007,Mall B,North,1015,62274,67662,15655,13313
13/09/2007,Mall C,South,1641,46153,66617,46147,24882
14/09/2007,Mall A,Center,1644,125021,57018,20749,10740
14/09/2007,Mall B,North,1155,149081,76263,35049,22087
14/09/2007,Mall C,South,1364,36469,61132,34909,23120
16/09/2007,Mall A,Center,563,83341,64594,17030,29480
16/09/2007,Mall B,North,582,116327,79023,21548,54003
16/09/2007,Mall C,South,1602,34628,47438,17698,25032
17/09/2007,Mall A,Center,1856,87408,17617,43790,67979
17/09/2007,Mall B,North,1665,44584,15429,22675,14755
17/09/2007,Mall C,South,1348,137849,47738,23343,28649
18/09/2007,Mall A,Center,1205,118684,35207,9886,29044
18/09/2007,Mall B,North,1385,30859,16015,34295,59065
18/09/2007,Mall C,South,1155,107650,31055,48934,43478
19/09/2007,Mall A,Center,1093,141842,41047,28798,23687
19/09/2007,Mall B,North,853,127670,56842,11729,12040
19/09/2007,Mall C,South,641,119865,40701,32417,68969
20/09/2007,Mall A,Center,1108,132552,28485,23358,53803
20/09/2007,Mall B,North,1803,121830,72189,20477,60106
20/09/2007,Mall C,South,847,119061,13607,25311,28002
21/09/2007,Mall A,Center,1627,84440,19160,15292,47498
21/09/2007,Mall B,North,726,65488,62242,41365,68631
21/09/2007,Mall C,South,790,148279,29370,25367,40143
22/09/2007,Mall A,Center,1008,103716,58569,28167,48405
22/09/2007,Mall B,North,520,73756,57100,9771,54953
22/09/2007,Mall C,South,1392,77544,57242,40819,37616
23/09/2007,Mall A,Center,1582,117238,36847,5755,66821
23/09/2007,Mall B,North,778,55320,10431,48901,50265
23/09/2007,Mall C,South,1852,44013,70412,16898,60673
25/09/2007,Mall A,Center,1432,144333,38656,6065,10473
25/09/2007,Mall B,North,1502,24866,28047,8762,13769
25/09/2007,Mall C,South,1499,63175,35739,5606,68348
26/09/2007,Mall A,Center,774,33647,79876,30985,50238
26/09/2007,Mall B,North,591,143913,41200,31708,67664
26/09/2007,Mall C,South,1872,89652,20991,36997,10880
27/09/2007,Mall A,Center,1660,35898,78130,34938,46764
27/09/2007,Mall B,North,1870,56085,61049,48927,58824
27/09/2007,Mall C,South,1442,67594,23755,44496,13051
28/09/2007,Mall A,Center,1450,68464,52757,25911,26512
28/09/2007,Mall B,North,1300,134542,71028,11782,63102
28/09/2007,Mall C,South,1009,77613,41318,43805,15733
29/09/2007,Mall A,Center,1128,23348,27374,30348,63076
29/09/2007,Mall B,North,1756,125266,62135,39753,64062
29/09/2007,Mall C,South,1069,23958,53634,15375,13757
01/10/2007,Mall A,Center,1948,90212,34235,49956,66004
01/10/2007,Mall B,North,1575,135333,48362,25461,11523
01/10/2007,Mall C,South,1220,64346,28130,30277,65426
02/10/2007,Mall A,Center,641,83759,50645,9485,11634
02/10/2007,Mall B,North,724,33640,30795,7294,15252
02/10/2007,Mall C,South,1946,74516,41111,46380,31703
03/10/2007,Mall A,Center,611,49071,15661,24945,44776
03/10/2007,Mall B,North,1614,120433,44901,36670,65945
03/10/2007,Mall C,South,1160,104904,24404,49468,51595
04/10/2007,Mall A,Center,718,59927,25154,34729,31283
04/10/2007,Mall B,North,878,79102,56079,29763,20258
04/10/2007,Mall C,South,542,128429,23577,45803,19339
05/10/2007,Mall A,Center,1337,73003,12274,41594,13204
05/10/2007,Mall B,North,711,22741,75632,22317,66447
05/10/2007,Mall C,South,727,86405,27281,38501,43878
06/10/2007,Mall A,Center,1779,91574,16785,14049,28946
06/10/2007,Mall B,North,1374,109474,28891,40649,11696
06/10/2007,Mall C,South,1211,79744,34099,19337,68326
07/10/2007,Mall A,Center,1676,68757,12393,14313,54769
07/10/2007,Mall B,North,1167,127628,38698,17258,57573
07/10/2007,Mall C,South,1033,128868,73476,21983,26787
08/10/2007,Mall A,Center,651,53300,35031,9297,21886
08/10/2007,Mall B,North,1807,51110,21627,34419,36870
08/10/2007,Mall C,South,1109,50014,72325,16151,11280
09/10/2007,Mall A,Center,665,43026,70664,16453,52674
09/10/2007,Mall B,North,1509,76351,16586,18652,14849
09/10/2007,Mall C,South,1009,140912,66638,12337,66112
11/10/2007,Mall A,Center,1469,111737,62197,12656,53824
11/10/2007,Mall B,North,1169,105885,39027,10404,38247
11/10/2007,Mall C,South,912,84136,27193,44113,26899
12/10/2007,Mall A,Center,542,133941,59371,35952,59599
12/10/2007,Mall B,North,543,58046,54666,31488,58802
12/10/2007,Mall C,South,1710,65928,48015,39545,56720
13/10/2007,Mall A,Center,633,94074,38097,24354,58982
13/10/2007,Mall B,North,1610,62772,49428,13934,55371
13/10/2007,Mall C,South,1789,101715,40846,30356,32184
14/10/2007,Mall A,Center,1501,65943,33788,46039,40155
14/10/2007,Mall B,North,813,80219,26476,33782,33498
14/10/2007,Mall C,South,1893,23301,70259,7810,46796
15/10/2007,Mall A,Center,1565,30574,61781,22389,59178
15/10/2007,Mall B,North,1739,74611,56315,17491,12699
15/10/2007,Mall C,South,644,117017,68304,34948,16885
16/10/2007,Mall A,Center,610,94901,64983,35826,15589
16/10/2007,Mall B,North,527,148714,53804,43161,51706
16/10/2007,Mall C,South,1926,92245,30760,10459,49004
17/10/2007,Mall A,Center,1831,126820,31786,22748,20921
17/10/2007,Mall B,North,1681,74910,42939,26575,63328
17/10/2007,Mall C,South,1977,97166,58441,15497,33990
18/10/2007,Mall A,Center,600,107493,46098,9609,69522
18/10/2007,Mall B,North,1880,115026,79592,39323,11150
18/10/2007,Mall C,South,1348,111620,39589,16306,50329
19/10/2007,Mall A,Center,605,74052,70797,21881,18085
19/10/2007,Mall B,North,1084,106557,14426,46719,64008
19/10/2007,Mall C,South,1346,78161,70854,27233,46590
20/10/2007,Mall A,Center,1618,74503,30543,47814,43169
20/10/2007,Mall B,North,1648,38343,37437,28320,50256
20/10/2007,Mall C,South,1529,120523,40187,9114,38224
21/10/2007,Mall A,Center,1832,109154,50392,30603,55798
21/10/2007,Mall B,North,1684,49172,29992,38044,51659
21/10/2007,Mall C,South,618,86032,22278,6667,63922
22/10/2007,Mall A,Center,781,64773,49547,48675,14933
22/10/2007,Mall B,North,1273,121478,46706,25293,42442
22/10/2007,Mall C,South,933,25076,46310,30108,28657
23/10/2007,Mall A,Center,1796,98469,18047,36834,39224
23/10/2007,Mall B,North,860,62419,66636,10923,59160
23/10/2007,Mall C,South,855,81807,75471,26717,51486
24/10/2007,Mall A,Center,1358,47264,23049,28451,41607
24/10/2007,Mall B,North,1842,24797,21120,49554,49239
24/10/2007,Mall C,South,1227,147042,34263,29531,40276
25/10/2007,Mall A,Center,1502,145898,55726,5864,26881
25/10/2007,Mall B,North,578,81985,35184,13763,57428
25/10/2007,Mall C,South,614,51989,38842,25590,59323
26/10/2007,Mall A,Center,1450,29531,35233,29718,46508
26/10/2007,Mall B,North,1001,42010,68140,23673,12319
26/10/2007,Mall C,South,1693,61738,44493,19864,24586
27/10/2007,Mall A,Center,690,135335,52314,23195,69078
27/10/2007,Mall B,North,1799,102974,18349,49041,30233
27/10/2007,Mall C,South,1906,94529,76595,28803,55900
28/10/2007,Mall A,Center,1357,69148,37935,44103,38833
28/10/2007,Mall B,North,1654,40399,71191,19153,16200
28/10/2007,Mall C,South,807,45494,70575,11625,54028
29/10/2007,Mall A,Center,1735,50744,77737,24654,55227
29/10/2007,Mall B,North,565,68584,20511,24143,47291
29/10/2007,Mall C,South,1773,49274,33428,11203,24666
30/10/2007,Mall A,Center,1872,59656,35399,36606,20425
30/10/2007,Mall B,North,1988,104144,49702,24800,47061
30/10/2007,Mall C,South,1699,60627,53882,27153,43038
01/11/2007,Mall A,Center,1819,65569,31859,27903,48193
01/11/2007,Mall B,North,979,72168,47509,38490,59557
01/11/2007,Mall C,South,876,147962,79400,7507,13368
03/11/2007,Mall A,Center,1145,94887,60809,49137,27320
03/11/2007,Mall B,North,1256,86395,36124,7388,53860
03/11/2007,Mall C,South,1310,92101,32059,13499,55167
04/11/2007,Mall A,Center,717,102025,23485,35097,30283
04/11/2007,Mall B,North,794,20681,58342,49956,49096
04/11/2007,Mall C,South,1742,89170,46701,45588,57756
05/11/2007,Mall A,Center,1828,101682,44344,41895,40962
05/11/2007,Mall B,North,1287,146794,68448,9826,34706
05/11/2007,Mall C,South,577,137528,12209,40283,43772
06/11/2007,Mall A,Center,515,114490,35652,25599,48702
06/11/2007,Mall B,North,1379,146345,43657,27771,52651
06/11/2007,Mall C,South,740,57367,49647,13483,18047
07/11/2007,Mall A,Center,1009,64100,16878,9941,63453
07/11/2007,Mall B,North,1466,63344,66721,20662,22656
07/11/2007,Mall C,South,524,41380,42499,23241,23779
08/11/2007,Mall A,Center,1133,40177,31211,21061,43770
08/11/2007,Mall B,North,1029,94118,70863,23288,57520
08/11/2007,Mall C,South,1469,130716,78053,43121,14969
09/11/2007,Mall A,Center,831,87564,42391,35474,27516
09/11/2007,Mall B,North,1200,95988,25256,13675,38424
09/11/2007,Mall C,South,1315,98064,29007,16221,26772
10/11/2007,Mall A,Center,894,48312,64743,29850,57221
10/11/2007,Mall B,North,1368,133292,52201,16467,47332
10/11/2007,Mall C,South,695,115908,20011,11507,67468
11/11/2007,Mall A,Center,642,85588,48705,31064,10321
11/11/2007,Mall B,North,1413,50565,51604,27353,58176
11/11/2007,Mall C,South,1114,88682,36129,26797,15777
12/11/2007,Mall A,Center,1203,40657,44278,15442,40495
12/11/2007,Mall B,North,1440,115444,19818,20940,51047
12/11/2007,Mall C,South,1921,53740,57748,30589,40213
14/11/2007,Mall A,Center,1026,137679,57987,40756,68126
14/11/2007,Mall B,North,1758,45302,54501,14658,12032
14/11/2007,Mall C,South,1322,131966,35275,46638,46427
15/11/2007,Mall A,Center,678,67818,77181,36330,42840
15/11/2007,Mall B,North,1716,31115,49368,14670,28938
15/11/2007,Mall C,South,746,119671,45163,47240,39911
17/11/2007,Mall A,Center,1747,87366,78336,13120,33810
17/11/2007,Mall B,North,698,90998,64358,29442,67024
17/11/2007,Mall C,South,1214,53794,58117,44084,56312
